rok;okrsek;strana;pocet_hlasu_abs;pocet_hlasu_perc
2014;2001;Pard. pro lidi a Souk SsČR,PPL;190;1.82
2006;76;NEZ.DEMOKRATÉ(předs.V.Železný);32;0.33
2010;54;Občanská demokratická strana;2685;19.82
2010;51;PARDUBÁCI;1910;13.11
2018;5004;Komunistická str.Čech a Moravy;706;9.23
2018;2001;Koalice pro Pardubice;1265;9.61
2010;74;SDRUŽENÍ PRO PARDUBICE;1443;19.42
2014;1019;Naše Pardubice, FairPlay,NK;688;7.85
2014;2017;Úsvit přímé demokracie;156;1.45
2010;30;PERNŠTEJN -pol.str.ALTERNATIVA;64;0.55
2010;80;SDRUŽENÍ PRO PARDUBICE;4775;27.61
2002;54;Unie svobody-Demokratická unie;567;6.84
2014;2009;PATRIOTI PARDUBIC, PATRIOTI,NK;180;2.51
2018;3004;Svob.a př.dem.-T.Okamura (SPD);430;5.08
2018;2010;ČSSD a nestran. pro Pardubice;445;4.32
2018;1011;Sdružení pro Pardubice;898;7.99
2002;87;Pravý Blok;3;0.03
2014;2004;Úsvit přímé demokracie;68;0.80
2018;1020;PRO Zdraví a Sport;69;0.77
2014;1003;PATRIOTI PARDUBIC, PATRIOTI,NK;797;9.72
2018;6004;Česká pirátská strana;782;5.49
2010;4;Komunistická str.Čech a Moravy;1911;17.99
2010;82;SDRUŽENÍ PRO PARDUBICE;3651;27.22
2018;1007;Svob.a př.dem.-T.Okamura (SPD);365;4.86
2002;64;Občanská demokratická strana;3278;40.11
2014;7006;Naše Pardubice, FairPlay,NK;45;1.81
2002;7;Sdružení pro Pardubice;2384;20.32
2002;16;Občanská demokratická strana;2122;28.90
2014;5018;DOMOV;145;2.56
2018;7002;Strana soukromníků ČR;24;0.16
2006;46;NEZ.DEMOKRATÉ(předs.V.Železný);5;0.04
2002;39;NEZÁVISLÍ;373;1.82
2002;14;Pravý Blok;8;0.10
2014;5008;Naše Pardubice, FairPlay,NK;337;3.62
2018;5016;Komunistická str.Čech a Moravy;554;5.84
2018;3001;Občanská demokratická strana;1524;20.21
2002;10;Strana za životní jistoty;39;0.40
2010;9;Zelená pro Pardubice (SZ, NK);175;1.72
2002;72;Pravý Blok;17;0.10
2018;7001;ČSSD a nestran. pro Pardubice;804;5.28
2002;28;Naděje;333;2.87
2018;7005;Strana soukromníků ČR;9;0.08
2006;52;NEZ.DEMOKRATÉ(předs.V.Železný);26;0.19
2018;2014;PRO Zdraví a Sport;184;2.16
2018;1005;Pardubice pro lidi;80;1.10
2006;80;Zelená pro Pardubice;1596;14.93
2010;85;Suverenita-blok J.Bobošíkové;46;1.78
2014;5014;Koal. pro Pard., KDU-ČSL,NESTR;441;8.07
2014;7004;ANO 2011;1670;23.11
2018;1015;Pardubice pro lidi;61;0.58
2018;5002;Strana soukromníků ČR;124;1.27
2018;7003;Strana soukromníků ČR;52;0.22
2018;3012;Strana soukromníků ČR;200;1.38
2002;83;Naděje;163;1.80
2018;2003;JAUNER Československo 2018;0;0.00
2010;88;Suverenita-blok J.Bobošíkové;410;2.02
2010;53;Suverenita-blok J.Bobošíkové;193;1.16
2014;5014;Naše Pardubice, FairPlay,NK;356;6.51
2002;20;Nezávislí Pardubičtí kandidáti;62;0.86
2018;6006;ČSSD a nestran. pro Pardubice;212;7.43
2010;46;TOP 09 a nezávislí;1928;12.22
2018;3012;JAUNER Československo 2018;4;0.03
2010;69;PARDUBÁCI;1178;9.20
2006;81;Sdružení pro Pardubice;1433;22.52
2006;12;NEZ.DEMOKRATÉ(předs.V.Železný);27;0.19
2002;81;Strana za životní jistoty;51;0.32
2014;1016;NEZÁVISLÍ;48;0.72
2014;4003;Sdružení pro Pard. - SNK ED,NK;754;5.92
2010;61;PARDUBÁCI;1472;11.36
2002;55;Křesť.demokr.unie-Čs.str.lid.;643;4.66
2018;6006;Svob.a př.dem.-T.Okamura (SPD);4;0.14
2014;2015;Úsvit přímé demokracie;126;1.33
2010;67;Komunistická str.Čech a Moravy;1451;11.67
2018;2019;Koalice pro Pardubice;350;4.46
2002;40;Křesť.demokr.unie-Čs.str.lid.;270;2.51
2010;72;Volte Pr.Blok www.cibulka.net;23;0.15
2010;31;TOP 09 a nezávislí;216;2.73
2010;84;Občanská demokratická strana;731;18.28
2006;86;Komunistická str.Čech a Moravy;948;5.93
2006;74;Sdružení pro Pardubice;1402;15.31
2002;40;Nezávislí Pardubičtí kandidáti;152;1.41
2006;62;Komunistická str.Čech a Moravy;992;9.34
2010;16;Věci veřejné (VV);117;1.30
2006;12;Česká str.sociálně demokrat.;3071;21.76
2002;27;Občanská demokratická strana;3553;37.08
2018;3008;Strana soukromníků ČR;55;0.49
2014;5009;Komunistická str.Čech a Moravy;1715;17.97
2002;54;Sdružení pro Pardubice;1205;14.54
2002;42;Sdružení pro Pardubice;1147;11.78
2006;64;NEZ.DEMOKRATÉ(předs.V.Železný);12;0.14
2014;2013;NEZÁVISLÍ;61;0.59
2014;4004;PARDUBÁCI,Sdružení ČSR, NK;306;5.30
2002;54;Křesť.demokr.unie-Čs.str.lid.;355;4.28
2018;3005;Občanská demokratická strana;2938;18.45
2014;7003;Komunistická str.Čech a Moravy;1247;5.63
2010;53;SDRUŽENÍ PRO PARDUBICE;3324;20.05
2010;67;SDRUŽENÍ PRO PARDUBICE;1676;13.48
2010;55;Zelená pro Pardubice (SZ, NK);252;1.50
2010;9;TOP 09 a nezávislí;343;3.37
2018;3014;Občanská demokratická strana;2973;18.56
2006;71;NEZ.DEMOKRATÉ(předs.V.Železný);19;0.14
2018;5016;Koalice pro Pardubice;867;9.14
2010;20;Zelená pro Pardubice (SZ, NK);167;1.68
2010;20;Občanská demokratická strana;1449;14.55
2014;2009;DOMOV;16;0.22
2018;1004;Česká pirátská strana;653;7.15
2010;21;TOP 09 a nezávislí;599;4.78
2018;4001;JAUNER Československo 2018;0;0.00
2018;2005;Česká pirátská strana;402;5.72
2014;1018;Pard. pro lidi a Souk SsČR,PPL;147;1.27
2014;3003;DOMOV;48;0.70
2014;7004;Česká str.sociálně demokrat.;1004;13.89
2002;65;NEZÁVISLÍ;341;3.87
2018;2008;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;20;0.22
2006;2;Občanská demokratická strana;4434;44.61
2014;7001;NEZÁVISLÍ;188;1.18
2006;5;Koal.pro Pard.,KDU-ČSL+Nestran;370;4.71
2014;2011;Česká str.sociálně demokrat.;1516;22.05
2014;2005;Česká str.sociálně demokrat.;1458;20.31
2018;1018;Svob.a př.dem.-T.Okamura (SPD);173;1.57
2014;1022;NEZÁVISLÍ;58;0.52
2014;2007;DOMOV;22;0.29
2014;7001;Sdružení pro Pard. - SNK ED,NK;2196;13.75
2002;17;Sdružení pro Pardubice;1332;14.11
2014;5010;Svobodní, Strana svobod.občanů;361;3.64
2002;10;NEZÁVISLÍ;301;3.07
2010;10;TOP 09 a nezávislí;465;3.69
2010;90;Zelená pro Pardubice (SZ, NK);233;2.27
2006;51;Komunistická str.Čech a Moravy;863;6.67
2010;18;PERNŠTEJN -pol.str.ALTERNATIVA;350;2.55
2002;85;Komunistická str.Čech a Moravy;396;26.07
2018;2009;Svob.a př.dem.-T.Okamura (SPD);474;4.98
2010;59;Komunistická str.Čech a Moravy;1297;8.76
2018;5014;Svob.a př.dem.-T.Okamura (SPD);353;5.96
2006;9;Česká str.sociálně demokrat.;2069;22.55
2010;71;TOP 09 a nezávislí;1129;8.72
2002;22;Naděje;361;2.81
2014;5011;Strana zelených;493;4.44
2014;7003;Česká str.sociálně demokrat.;2322;10.49
2002;43;Občanská demokratická strana;5537;39.40
2014;1006;ZEMANOVCI, Sdružení SPO, NK;50;0.55
2018;5005;Sdružení pro Pardubice;552;5.51
2010;41;PERNŠTEJN -pol.str.ALTERNATIVA;57;0.53
2014;3010;Česká str.sociálně demokrat.;1518;13.18
2010;8;Volte Pr.Blok www.cibulka.net;31;0.36
2002;25;Komunistická str.Čech a Moravy;1277;16.63
2018;1016;Koalice pro Pardubice;596;7.79
2002;55;Strana za životní jistoty;14;0.10
2018;2019;PRO Zdraví a Sport;10;0.13
2006;56;Občanská demokratická strana;3279;35.58
2014;5003;ZEMANOVCI, Sdružení SPO, NK;3;0.05
2014;1010;Úsvit přímé demokracie;181;1.96
2006;25;Česká str.sociálně demokrat.;1942;23.20
2014;3008;Sdružení pro Pard. - SNK ED,NK;1178;11.24
2002;6;Naděje;165;1.47
2010;71;Volte Pr.Blok www.cibulka.net;5;0.04
2002;4;Křesť.demokr.unie-Čs.str.lid.;265;2.53
2014;1017;Komunistická str.Čech a Moravy;819;13.73
2006;35;Koruna Česká (monarch.strana);1;0.01
2010;2;Suverenita-blok J.Bobošíkové;226;2.36
2014;2019;DOMOV;22;0.29
2018;6001;JAUNER Československo 2018;5;0.03
2018;1017;Svob.a př.dem.-T.Okamura (SPD);120;1.94
2002;7;Občanská demokratická strana;3566;30.39
2002;78;Unie svobody-Demokratická unie;369;3.35
2006;50;NEZ.DEMOKRATÉ(předs.V.Železný);5;0.05
2018;7003;PRO Zdraví a Sport;100;0.42
2014;7003;Naše Pardubice, FairPlay,NK;361;1.63
2002;59;Unie svobody-Demokratická unie;378;3.27
2018;1001;Svob.a př.dem.-T.Okamura (SPD);722;6.76
2014;3011;Koal. pro Pard., KDU-ČSL,NESTR;783;5.88
2010;8;SDRUŽENÍ PRO PARDUBICE;1869;21.66
2010;91;Česká str.sociálně demokrat.;358;16.14
2014;5009;Naše Pardubice, FairPlay,NK;197;2.06
2010;85;Česká str.sociálně demokrat.;516;19.94
2002;30;NEZÁVISLÍ;347;2.55
2018;2010;Svob.a př.dem.-T.Okamura (SPD);416;4.04
2014;3002;TOP 09 a nezávislí;239;2.86
2006;85;Česká str.sociálně demokrat.;500;23.23
2002;89;Strana za životní jistoty;27;0.30
2002;83;Unie svobody-Demokratická unie;958;10.56
2018;1015;Občanská demokratická strana;1871;17.82
2006;13;Koal.pro Pard.,KDU-ČSL+Nestran;381;3.41
2014;8001;Sdružení pro Pard. - SNK ED,NK;24;1.13
2018;6003;Česká pirátská strana;2304;11.25
2006;73;Koal.pro Pard.,KDU-ČSL+Nestran;476;4.31
2014;1014;Strana zelených;210;3.70
2010;16;Zelená pro Pardubice (SZ, NK);61;0.68
2018;2001;Komunistická str.Čech a Moravy;234;1.78
2010;24;Koalice pro Pardubice;385;4.04
2014;3001;Komunistická str.Čech a Moravy;389;5.74
2006;45;Komunistická str.Čech a Moravy;876;9.25
2002;26;Nezávislí Pardubičtí kandidáti;95;0.97
2014;5009;Svobodní, Strana svobod.občanů;242;2.54
2018;2014;Strana soukromníků ČR;7;0.08
2018;2006;Komunistická str.Čech a Moravy;601;5.74
2018;2007;Pardubice pro lidi;148;1.75
2002;7;Křesť.demokr.unie-Čs.str.lid.;376;3.20
2002;1;Sdružení pro Pardubice;2449;22.45
2002;53;NEZÁVISLÍ;300;2.85
2014;2008;Koal. pro Pard., KDU-ČSL,NESTR;320;3.85
2018;6001;Komunistická str.Čech a Moravy;677;3.60
2018;3009;Sdružení pro Pardubice;466;4.93
2002;1;Pravý Blok;16;0.15
2014;1010;TOP 09 a nezávislí;604;6.54
2006;54;Občanská demokratická strana;4612;38.48
2018;6004;Koalice pro Pardubice;547;3.84
2014;2014;Úsvit přímé demokracie;91;1.22
2014;2003;DOMOV;17;0.17
2014;1003;Úsvit přímé demokracie;91;1.11
2014;3014;Strana zelených;93;0.69
2018;4004;Pardubice pro lidi;349;4.83
2014;5013;DOMOV;130;2.17
2010;63;PERNŠTEJN -pol.str.ALTERNATIVA;105;1.03
2010;54;TOP 09 a nezávislí;960;7.09
2006;43;NEZ.DEMOKRATÉ(předs.V.Železný);11;0.09
2010;30;TOP 09 a nezávislí;594;5.10
2014;4005;TOP 09 a nezávislí;728;5.32
2014;5014;Komunistická str.Čech a Moravy;477;8.72
2010;36;Komunistická str.Čech a Moravy;856;7.39
2018;1008;Komunistická str.Čech a Moravy;82;1.18
2006;18;Sdružení pro Pardubice;3471;23.25
2002;35;Strana za životní jistoty;68;0.82
2014;5008;Občanská demokratická strana;797;8.56
2010;21;Zelená pro Pardubice (SZ, NK);240;1.92
2006;59;Koruna Česká (monarch.strana);0;0.00
2006;91;Koal.pro Pard.,KDU-ČSL+Nestran;292;13.96
2018;1002;Sdružení pro Pardubice;418;5.51
2014;8001;ANO 2011;309;14.61
2002;44;Pravý Blok;20;0.18
2018;5010;Komunistická str.Čech a Moravy;474;4.84
2018;2001;ANO 2011;3217;24.43
2014;4002;ZEMANOVCI, Sdružení SPO, NK;15;0.15
2006;9;Sdružení pro Pardubice;1448;15.78
2018;5010;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;9;0.09
2018;1016;Občanská demokratická strana;1440;18.82
2010;1;Strana Práv Občanů ZEMANOVCI;199;1.77
2010;1;SDRUŽENÍ PRO PARDUBICE;2039;18.18
2014;1015;Úsvit přímé demokracie;49;0.50
2010;77;Strana Práv Občanů ZEMANOVCI;149;1.40
2006;50;Sdružení pro Pardubice;2080;22.04
2018;1019;Strana soukromníků ČR;16;0.13
2018;2013;Česká pirátská strana;605;5.39
2002;10;Komunistická str.Čech a Moravy;2265;23.09
2006;17;Občanská demokratická strana;2742;32.84
2018;3006;Sdružení pro Pardubice;1007;7.25
2018;3013;Pardubáci společně;1614;11.63
2006;16;NEZ.DEMOKRATÉ(předs.V.Železný);5;0.07
2014;3005;DOMOV;105;0.77
2014;3009;PARDUBÁCI,Sdružení ČSR, NK;697;8.33
2010;88;Komunistická str.Čech a Moravy;1387;6.83
2002;86;Sdružení pro Pardubice;3453;22.41
2018;5015;Pardubice pro lidi;424;3.81
2002;31;Strana za životní jistoty;116;1.36
2018;1015;Svob.a př.dem.-T.Okamura (SPD);244;2.32
2018;2005;JAUNER Československo 2018;2;0.03
2014;1017;DOMOV;14;0.23
2002;34;Naděje;135;1.64
2002;42;Komunistická str.Čech a Moravy;1064;10.93
2010;48;SDRUŽENÍ PRO PARDUBICE;3392;27.08
2010;71;Česká str.sociálně demokrat.;3058;23.61
2014;6003;Česká str.sociálně demokrat.;849;5.65
2002;56;Pravý Blok;5;0.06
2018;2002;Svob.a př.dem.-T.Okamura (SPD);212;2.63
2018;2007;ČSSD a nestran. pro Pardubice;272;3.22
2002;49;Sdružení pro Pardubice;1703;14.11
2002;16;Naděje;260;3.54
2014;2013;Pard. pro lidi a Souk SsČR,PPL;119;1.16
2014;3008;PATRIOTI PARDUBIC, PATRIOTI,NK;588;5.61
2002;42;Křesť.demokr.unie-Čs.str.lid.;446;4.58
2014;5011;Komunistická str.Čech a Moravy;1680;15.14
2018;2014;Pardubice pro lidi;335;3.93
2014;4002;Strana zelených;310;3.00
2010;23;Občanská demokratická strana;1691;18.46
2018;5011;Občanská demokratická strana;1720;13.07
2014;1020;Česká str.sociálně demokrat.;493;6.61
2002;59;Sdružení pro Pardubice;1147;9.92
2014;6005;PATRIOTI PARDUBIC, PATRIOTI,NK;90;2.45
2010;23;Věci veřejné (VV);114;1.24
2014;8001;Komunistická str.Čech a Moravy;44;2.08
2010;24;Suverenita-blok J.Bobošíkové;189;1.98
2014;5016;Svobodní, Strana svobod.občanů;98;1.16
2006;4;NEZ.DEMOKRATÉ(předs.V.Železný);16;0.15
2018;1006;Komunistická str.Čech a Moravy;405;4.00
2014;2015;ZEMANOVCI, Sdružení SPO, NK;12;0.13
2014;2009;PARDUBÁCI,Sdružení ČSR, NK;475;6.62
2002;13;Česká str.sociálně demokrat.;1450;13.74
2010;45;Koalice pro Pardubice;291;3.29
2002;18;Občanská demokratická strana;5067;35.59
2006;56;Česká str.sociálně demokrat.;1787;19.39
2002;9;Česká str.sociálně demokrat.;1690;16.93
2002;44;Strana za životní jistoty;58;0.52
2002;75;Česká str.sociálně demokrat.;1940;21.42
2014;1014;DOMOV;4;0.07
2010;50;Věci veřejné (VV);189;1.76
2014;1004;NEZÁVISLÍ;19;0.23
2014;4001;ANO 2011;4614;21.58
2014;1012;Sdružení pro Pard. - SNK ED,NK;1121;11.50
2002;60;Nezávislí Pardubičtí kandidáti;45;0.74
2006;42;Zelená pro Pardubice;654;6.61
2006;66;Komunistická str.Čech a Moravy;1245;11.00
2014;2007;PATRIOTI PARDUBIC, PATRIOTI,NK;447;5.79
2014;2004;DOMOV;60;0.71
2014;2018;Úsvit přímé demokracie;165;1.79
2014;1018;Úsvit přímé demokracie;247;2.13
2006;52;Koal.pro Pard.,KDU-ČSL+Nestran;1090;7.94
2002;70;Česká str.sociálně demokrat.;1447;12.05
2002;80;Česká str.sociálně demokrat.;1186;12.21
2018;1014;NAŠE PARDUBICE;175;3.21
2006;13;Občanská demokratická strana;4079;36.46
2002;19;Strana za životní jistoty;12;0.10
2010;91;Strana Práv Občanů ZEMANOVCI;8;0.36
2014;3011;DOMOV;68;0.51
2018;7001;Komunistická str.Čech a Moravy;422;2.77
2010;83;Komunistická str.Čech a Moravy;1056;8.70
2010;90;Strana Práv Občanů ZEMANOVCI;137;1.34
2002;17;Naděje;274;2.90
2014;1007;NEZÁVISLÍ;66;0.98
2018;1004;Sdružení pro Pardubice;404;4.42
2002;54;Občanská demokratická strana;3582;43.22
2006;79;Komunistická str.Čech a Moravy;867;12.24
2006;60;Česká str.sociálně demokrat.;593;9.13
2002;52;Pravý Blok;15;0.11
2010;43;Komunistická str.Čech a Moravy;1302;9.79
2002;48;Pravý Blok;4;0.03
2014;3015;Naše Pardubice, FairPlay,NK;216;2.61
2018;7004;Strana soukromníků ČR;7;0.10
2006;2;NEZ.DEMOKRATÉ(předs.V.Železný);34;0.34
2014;5003;ANO 2011;1224;19.97
2014;5005;NEZÁVISLÍ;53;0.55
2018;3003;Pardubáci společně;758;9.89
2002;64;Strana za životní jistoty;21;0.26
2006;40;Koruna Česká (monarch.strana);2;0.02
2010;14;Věci veřejné (VV);164;2.43
2010;63;Zelená pro Pardubice (SZ, NK);484;4.74
2014;3010;Strana zelených;213;1.85
2006;12;Koal.pro Pard.,KDU-ČSL+Nestran;452;3.20
2010;44;Suverenita-blok J.Bobošíkové;171;1.56
2014;5014;Občanská demokratická strana;649;11.87
2014;8001;NEZÁVISLÍ;2;0.09
2006;38;NEZ.DEMOKRATÉ(předs.V.Železný);28;0.25
2010;42;Koalice pro Pardubice;491;4.63
2010;87;PERNŠTEJN -pol.str.ALTERNATIVA;121;0.88
2014;2003;Sdružení pro Pard. - SNK ED,NK;764;7.53
2002;39;Sdružení pro Pardubice;3549;17.30
2002;72;NEZÁVISLÍ;602;3.57
2014;4002;Občanská demokratická strana;883;8.56
2010;51;Komunistická str.Čech a Moravy;1248;8.57
2018;2010;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;9;0.09
2014;3006;Strana zelených;139;1.19
2002;61;Česká str.sociálně demokrat.;1490;15.65
2018;3015;Občanská demokratická strana;1094;12.95
2018;5010;Pardubice pro lidi;228;2.33
2006;90;Zelená pro Pardubice;418;4.85
2014;1019;TOP 09 a nezávislí;1031;11.76
2014;3009;TOP 09 a nezávislí;322;3.85
2014;7004;PARDUBÁCI,Sdružení ČSR, NK;482;6.67
2002;51;Křesť.demokr.unie-Čs.str.lid.;490;3.42
2018;6004;Občanská demokratická strana;2012;14.12
2006;43;Česká str.sociálně demokrat.;2933;23.51
2018;5009;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;24;0.24
2014;1002;PATRIOTI PARDUBIC, PATRIOTI,NK;883;12.15
2010;21;PERNŠTEJN -pol.str.ALTERNATIVA;114;0.91
2010;6;TOP 09 a nezávislí;905;8.20
2010;10;SDRUŽENÍ PRO PARDUBICE;1706;13.55
2014;2015;Svobodní, Strana svobod.občanů;168;1.78
2018;5002;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;9;0.09
2018;1011;PRO Zdraví a Sport;24;0.21
2018;1008;ANO 2011;1546;22.20
2014;2017;Pard. pro lidi a Souk SsČR,PPL;35;0.33
2002;85;Sdružení pro Pardubice;116;7.64
2014;2007;NEZÁVISLÍ;75;0.97
2014;1022;Občanská demokratická strana;1009;9.06
2002;36;Sdružení pro Pardubice;1983;19.26
2002;3;Strana za životní jistoty;39;0.37
2002;40;Česká str.sociálně demokrat.;2042;18.98
2010;64;PERNŠTEJN -pol.str.ALTERNATIVA;106;1.39
2010;48;Zelená pro Pardubice (SZ, NK);356;2.84
2002;36;Komunistická str.Čech a Moravy;888;8.62
2006;64;Občanská demokratická strana;3304;39.57
2018;6003;PRO Zdraví a Sport;215;1.05
2018;2016;Komunistická str.Čech a Moravy;643;6.61
2002;91;Naděje;43;1.53
2002;35;Sdružení pro Pardubice;1317;15.86
2014;1013;ANO 2011;1872;20.37
2010;50;Zelená pro Pardubice (SZ, NK);412;3.83
2010;26;Věci veřejné (VV);180;1.86
2010;44;PERNŠTEJN -pol.str.ALTERNATIVA;53;0.48
2018;7003;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;37;0.16
2014;1016;Strana zelených;426;6.37
2014;7002;ZEMANOVCI, Sdružení SPO, NK;47;0.38
2018;7006;Koalice pro Pardubice;290;6.46
2014;5003;Komunistická str.Čech a Moravy;499;8.14
2018;5011;ANO 2011;3553;27.00
2002;19;NEZÁVISLÍ;313;2.74
2014;3005;Občanská demokratická strana;2097;15.30
2002;75;NEZÁVISLÍ;233;2.57
2010;79;Zelená pro Pardubice (SZ, NK);94;1.37
2014;1007;Strana zelených;436;6.46
2018;7003;Česká pirátská strana;2481;10.43
2010;29;SDRUŽENÍ PRO PARDUBICE;1817;14.53
2010;57;Volte Pr.Blok www.cibulka.net;30;0.13
2014;5015;Sdružení pro Pard. - SNK ED,NK;759;8.84
2014;1006;Pard. pro lidi a Souk SsČR,PPL;213;2.36
2018;2009;Strana soukromníků ČR;22;0.23
2010;54;Volte Pr.Blok www.cibulka.net;10;0.07
2014;3015;DOMOV;50;0.60
2018;1012;Občanská demokratická strana;1537;13.19
2018;1021;Strana soukromníků ČR;255;2.18
2002;69;NEZÁVISLÍ;159;1.26
2010;45;Věci veřejné (VV);302;3.42
2006;42;Koal.pro Pard.,KDU-ČSL+Nestran;729;7.37
2018;5001;ANO 2011;2509;21.77
2018;1022;Komunistická str.Čech a Moravy;444;3.93
2010;82;Strana Práv Občanů ZEMANOVCI;112;0.83
2014;2013;Strana zelených;285;2.77
2018;6006;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;2;0.07
2006;1;Koal.pro Pard.,KDU-ČSL+Nestran;848;7.77
2002;8;Občanská demokratická strana;1031;32.20
2018;5011;ČSSD a nestran. pro Pardubice;646;4.91
2018;4001;ANO 2011;5543;23.05
2014;6004;Občanská demokratická strana;960;7.84
2014;2002;Koal. pro Pard., KDU-ČSL,NESTR;424;5.25
2002;80;Křesť.demokr.unie-Čs.str.lid.;434;4.47
2018;5016;NAŠE PARDUBICE;294;3.10
2010;26;Komunistická str.Čech a Moravy;1071;11.05
2018;5008;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;9;0.09
2018;2017;NAŠE PARDUBICE;201;1.62
2018;3005;PRO Zdraví a Sport;78;0.49
2014;5015;PARDUBÁCI,Sdružení ČSR, NK;784;9.13
2006;61;Komunistická str.Čech a Moravy;1639;14.14
2010;25;Strana Práv Občanů ZEMANOVCI;112;1.25
2014;2006;Komunistická str.Čech a Moravy;874;8.78
2010;25;Koalice pro Pardubice;591;6.61
2018;5016;JAUNER Československo 2018;1;0.01
2006;48;Komunistická str.Čech a Moravy;1103;8.67
2006;53;NEZ.DEMOKRATÉ(předs.V.Železný);35;0.29
2002;55;Sdružení pro Pardubice;2286;16.57
2018;5002;Komunistická str.Čech a Moravy;401;4.10
2014;1015;NEZÁVISLÍ;50;0.51
2018;8001;Komunistická str.Čech a Moravy;157;4.70
2002;64;Sdružení pro Pardubice;1220;14.93
2006;34;NEZ.DEMOKRATÉ(předs.V.Železný);19;0.21
2018;2004;Pardubáci společně;536;5.89
2018;2013;PRO Zdraví a Sport;73;0.65
2010;79;Strana Práv Občanů ZEMANOVCI;23;0.34
2006;55;Koruna Česká (monarch.strana);14;0.11
2014;1002;Pard. pro lidi a Souk SsČR,PPL;16;0.22
2002;13;Strana za životní jistoty;80;0.76
2018;2006;PRO Zdraví a Sport;12;0.11
2014;3009;Pard. pro lidi a Souk SsČR,PPL;301;3.60
2018;7002;Česká pirátská strana;2849;18.68
2014;5014;ANO 2011;774;14.16
2010;55;Koalice pro Pardubice;621;3.69
2002;69;Sdružení pro Pardubice;2020;15.97
2018;2004;ANO 2011;3071;33.72
2018;1014;Komunistická str.Čech a Moravy;356;6.54
2002;14;Naděje;602;7.31
2018;6001;Sdružení pro Pardubice;1582;8.42
2018;5011;Pardubice pro lidi;283;2.15
2014;2019;PATRIOTI PARDUBIC, PATRIOTI,NK;282;3.71
2014;3006;ANO 2011;2715;23.30
2002;18;Komunistická str.Čech a Moravy;1238;8.70
2010;62;Strana Práv Občanů ZEMANOVCI;275;2.71
2014;5005;Občanská demokratická strana;778;8.02
2018;1006;PRO Zdraví a Sport;110;1.09
2014;1019;Strana zelených;709;8.09
2006;43;Sdružení pro Pardubice;2170;17.39
2002;12;NEZÁVISLÍ;562;4.39
2010;33;TOP 09 a nezávislí;573;5.89
2018;2003;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;12;0.13
2006;32;Koal.pro Pard.,KDU-ČSL+Nestran;601;5.66
2018;2015;Česká pirátská strana;1376;12.61
2014;1019;Úsvit přímé demokracie;184;2.10
2018;5007;NAŠE PARDUBICE;425;4.64
2014;5012;Úsvit přímé demokracie;65;0.86
2014;1018;TOP 09 a nezávislí;1178;10.18
2018;6002;Sdružení pro Pardubice;1142;6.35
2018;2017;Česká pirátská strana;699;5.64
2018;7004;Sdružení pro Pardubice;372;5.08
2014;5003;Úsvit přímé demokracie;194;3.17
2010;5;Strana Práv Občanů ZEMANOVCI;115;1.40
2010;20;Věci veřejné (VV);197;1.98
2014;5002;PARDUBÁCI,Sdružení ČSR, NK;554;7.00
2014;3003;Úsvit přímé demokracie;14;0.20
2010;25;TOP 09 a nezávislí;677;7.57
2014;2001;TOP 09 a nezávislí;848;8.12
2018;2012;Strana soukromníků ČR;9;0.10
2002;62;Unie svobody-Demokratická unie;502;4.99
2002;28;Unie svobody-Demokratická unie;323;2.78
2018;5008;Komunistická str.Čech a Moravy;634;6.29
2018;5007;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;8;0.09
2018;5017;Svob.a př.dem.-T.Okamura (SPD);664;4.78
